Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
169	243	0	0.965504338	0	0	0	0	0	0	0	0	0	0	3
170	245	0	0.971217381	0	0	0	0	0	0	0	0	0	0	3
171	246	0	0.976930425	0	0	0	0	0	0	0	0	0	0	3
172	247	0	0.982643468	0	0	0	0	0	0	0	0	0	0	3
173	249	0	0.988356512	0	0	0	0	0	0	0	0	0	0	3
174	250	0	0.994069555	0	0	0	0	0	0	0	0	0	0	3
175	251	0	0.999782599	0	0	0	0	0	0	0	0	0	0	3
176	253	0	1.00549564	0	0	0	0	0	1e-08	0	0	0	0	3
177	254	0	1.01120869	0	0	0	0	0	1e-08	0	0	0	0	3
178	255	0	1.01692173	0	0	0	0	0	1e-08	0	0	0	0	3
179	257	0	1.02263477	0	0	0	0	0	1e-08	0	0	0	0	3
180	258	0	1.02834782	0	0	0	0	0	1e-08	0	0	0	0	3
181	260	0	1.03406086	0	0	0	0	0	1e-08	0	0	0	0	3
182	261	0	1.0397739	0	0	0	0	0	1e-08	0	0	0	0	3
183	262	0	1.04548695	0	0	0	0	0	1e-08	0	0	0	0	3
184	264	0	1.05119999	0	0	0	0	0	1e-08	0	0	0	0	3
185	265	0	1.05691303	0	0	0	0	0	1e-08	0	0	0	0	3
186	266	0	1.06262608	0	0	0	0	0	1e-08	0	0	0	0	3
187	268	0	1.06833912	0	0	0	0	0	1e-08	0	0	0	0	3
188	269	0	1.07405216	0	0	0	0	0	1e-08	0	0	0	0	3
189	270	0	1.07976521	0	0	0	0	0	1e-08	0	0	0	0	3
190	272	0	1.08547825	0	0	0	0	0	1e-08	0	0	0	0	3
191	273	0	1.09119129	0	0	0	0	0	1e-08	0	0	0	0	3
192	274	0	1.09690434	0	0	0	0	0	1e-08	0	0	0	0	3
193	276	0	1.10261738	0	0	0	0	0	1e-08	0	0	0	0	3
194	277	0	1.10833042	0	0	0	0	0	1e-08	0	0	0	0	3
195	278	0	1.11404347	0	0	0	0	0	1e-08	0	0	0	0	3
196	280	0	1.11975651	0	0	0	0	0	1e-08	0	0	0	0	3
197	281	0	1.12546955	0	0	0	0	0	1e-08	0	0	0	0	3
198	282	0	1.1311826	0	0	0	0	0	1e-08	0	0	0	0	3
199	284	0	1.13689564	0	0	0	0	0	1e-08	0	0	0	0	3
200	285	0	1.14260868	0	0	0	0	0	1e-08	0	0	0	0	3
201	289	0	1.14832173	0	0	0	0	0	1e-08	0	0	0	0	3
202	291	0	1.15403477	0	0	0	0	0	1e-08	0	0	0	0	3
203	292	0	1.15974781	0	0	0	0	0	1e-08	0	0	0	0	3
